# element: props
# format: name | probability | coverage_range | texture

aluminum laptop on desk | 1.0 | 0.05-0.15 | satin-anodized metal lid
ergonomic wireless mouse and pad | 0.9 | 0.02-0.08 | smooth matte plastic
ceramic company-branded mug | 0.85 | 0.02-0.08 | glossy white glazed surface
stack of manila folders | 0.7 | 0.02-0.1 | matte tan paperboard
clear plastic water bottle | 0.8 | 0.02-0.08 | smooth translucent vessel
noise-cancelling headset on hook | 0.7 | 0.02-0.08 | matte plastic with foam pads
desk organizer pen tray | 0.65 | 0.02-0.08 | compartmentalized plastic caddy
multi-line desk telephone | 0.7 | 0.02-0.1 | matte black plastic handset
framed motivational quote print | 0.55 | 0.02-0.1 | thin black-edge frame
docking station with cables | 0.7 | 0.02-0.08 | compact black hub
clipped employee ID badge | 0.6 | 0.02-0.05 | glossy plastic photo card
stress ball on desk corner | 0.45 | 0.02-0.05 | soft squeezable foam sphere
desktop standing planter pot | 0.6 | 0.02-0.08 | small ceramic with succulent
hand sanitizer pump bottle | 0.5 | 0.02-0.05 | clear plastic dispenser
