# element: foreground_element
# format: name | probability | coverage_range | texture

striped mowed-grass pitch edge | 1.0 | 0.3-0.6 | fresh-cut alternating turf strips
painted touchline boundary stripe | 0.95 | 0.1-0.3 | high-contrast field edge
loose match soccer ball | 0.9 | 0.05-0.15 | panel-stitched white ball
scuffed cleat divot turf foreground | 0.85 | 0.05-0.2 | torn turf-mark patch
dropped goalkeeper glove pair | 0.55 | 0.02-0.1 | padded tacky-palm glove
captain armband on grass | 0.5 | 0.02-0.05 | elastic colored captain band
ball-boy crouched touchline foreground | 0.7 | 0.1-0.2 | ready-throw retriever
sideline speaker cable foreground | 0.5 | 0.02-0.1 | loose taped cable
player water-bottle on grass | 0.85 | 0.02-0.1 | squeeze-top sport bottle
dropped sweat headband pair | 0.55 | 0.02-0.05 | elastic terry sweat cuff
ref-coin toss-coin foreground | 0.5 | 0.02-0.03 | polished match-coin
rolled bench warmup jacket | 0.7 | 0.05-0.15 | team-color tracksuit pile
