# element: foreground_element
# format: name | probability | coverage_range | texture

alpine meadow grass underfoot | 1.0 | 0.2-0.5 | tender green blade carpet
patches of spring wildflowers | 0.85 | 0.1-0.3 | scattered yellow and violet
glider riser cords in hand | 0.95 | 0.1-0.3 | bright tensioned line
worn launch run-up path | 0.85 | 0.2-0.5 | trampled grass strip
small alpine boulder | 0.65 | 0.05-0.15 | rounded grey rock
tuft of windswept grass | 0.85 | 0.1-0.3 | leaning amber blades
shadow of canopy on grass | 0.85 | 0.2-0.5 | dappled colored patch
gnarled mountain shrub | 0.55 | 0.05-0.2 | low dense woody growth
small stone marker | 0.5 | 0.0-0.1 | weathered rough block
patch of low cushion plant | 0.55 | 0.05-0.15 | tight green rosette
