# element: architecture_detail
# format: name | probability | coverage_range | texture

ornate brass fire screen detail | 1.0 | 0.2-0.5 | scrolled mesh frame
carved timber mantelpiece | 0.95 | 0.2-0.5 | thick decorated shelf
exposed timber ceiling beam | 0.85 | 0.2-0.5 | dark hewn structural log
herringbone parquet flooring | 0.85 | 0.4-0.8 | dark interlocking timber
crown molding along ceiling | 0.85 | 0.2-0.5 | curved decorative trim
deep window reveal with sill | 0.7 | 0.2-0.5 | thick recessed frame
bookshelf carved bracket | 0.7 | 0.05-0.15 | scrolled timber detail
wrought iron firetool stand | 0.85 | 0.1-0.3 | dark holder with utensils
brass keyhole escutcheon | 0.5 | 0.05-0.1 | small polished plate
plaster ceiling rosette | 0.65 | 0.2-0.4 | decorative round molding
