# element: architecture_detail
# format: name | probability | coverage_range | texture

pressed-tin painted ceiling | 0.7 | 0.4-0.8 | embossed aged metal
exposed wood ceiling joist | 0.65 | 0.3-0.7 | rough timber beam
brass railing trim band | 0.6 | 0.1-0.3 | polished gold-tone metal
dark hardwood floor planking | 0.85 | 0.4-0.8 | smooth oiled grain
green pendant light cord drop | 0.85 | 0.2-0.5 | braided cloth-wrapped wire
wall-mounted brass sconce | 0.55 | 0.1-0.3 | polished cast metal
arched doorway opening | 0.55 | 0.1-0.3 | painted plaster trim
crown molding decorative band | 0.55 | 0.2-0.5 | painted profile trim
stained glass transom panel | 0.5 | 0.1-0.3 | leaded colored glass
neon clock on wall | 0.55 | 0.05-0.2 | glowing tube glass
ornate mirror frame on wall | 0.5 | 0.1-0.3 | gilded carved wood
