# element: background
# format: name | probability | coverage_range | texture

cork-tile pinboard agency wall | 1.0 | 0.7-1.0 | softly textured natural cork sheet
white-painted gallery wall | 0.95 | 0.7-1.0 | matte clean designer surface
color-swatch card grid wall | 0.85 | 0.7-1.0 | tiled paint-chip pattern
painted muted-pastel feature wall | 0.7 | 0.7-1.0 | flat sage or blush pigment
vintage poster gallery wall | 0.75 | 0.6-1.0 | framed graphic print rows
warm walnut veneer accent panel | 0.7 | 0.6-1.0 | smooth flat-grained wood
backlit acrylic logo wall | 0.6 | 0.6-0.9 | softly glowing brand panel
rough-textured plaster wall | 0.7 | 0.7-1.0 | subtly trowel-marked finish
painted pegboard display wall | 0.65 | 0.6-0.9 | perforated colorful hardboard
framed inspiration mood-board wall | 0.85 | 0.7-1.0 | tiled curated print collage
oversized typographic letter wall | 0.6 | 0.6-1.0 | boldly painted oversized character
vintage wallpaper accent strip | 0.55 | 0.6-0.9 | softly patterned paper section
