# element: background
# format: name | probability | coverage_range | texture

vertical granite cliff face | 1.0 | 0.6-1.0 | rough crystalline grey rock
distant mountain ridge silhouette | 0.85 | 0.4-0.8 | hazy blue layered profile
forested valley below the crag | 0.8 | 0.4-0.8 | dense green canopy patchwork
limestone overhang wall | 0.75 | 0.5-0.9 | pocketed pale buttressed stone
exposed alpine sky behind summit | 0.9 | 0.5-1.0 | clear cobalt expanse
weathered sandstone tower | 0.7 | 0.4-0.8 | banded ochre stratified rock
talus slope at cliff base | 0.7 | 0.3-0.7 | jumbled boulder field
distant lake glimmer in valley | 0.55 | 0.3-0.6 | reflective steel-blue ribbon
pine-clad lower slope | 0.75 | 0.4-0.8 | dark needled evergreen mass
sweeping cirque headwall | 0.65 | 0.5-0.9 | curved amphitheater of rock
quartz vein streaked face | 0.6 | 0.3-0.7 | white seam through grey stone
distant snow patches in gullies | 0.5 | 0.2-0.5 | bright crystalline fragments
crag arete profile against sky | 0.7 | 0.3-0.6 | sharp angular ridgeline
hanging glacier remnant | 0.4 | 0.2-0.5 | bluish ice fracture
weatherbeaten summit cairn | 0.55 | 0.1-0.3 | stacked dark stones
