# element: midground
# format: name | probability | coverage_range | texture

red and white checkered picnic blanket | 1.0 | 0.4-0.8 | gingham cotton ground spread
woven wicker picnic basket | 0.95 | 0.2-0.5 | braided lid hamper
wooden cutting board with cheeses | 0.75 | 0.2-0.4 | knife-marked plank surface
soft beach blanket secondary | 0.6 | 0.2-0.5 | striped throw layer
collapsible camp chairs nearby | 0.65 | 0.2-0.5 | low folding fabric seats
folding picnic table small | 0.55 | 0.2-0.5 | portable plastic surface
acoustic guitar leaning on bag | 0.45 | 0.1-0.3 | wooden stringed instrument
canvas tote bag of supplies | 0.7 | 0.2-0.4 | natural fiber market bag
shallow plastic kiddie cooler | 0.65 | 0.2-0.4 | bright plastic ice chest
straw sun hat on blanket edge | 0.6 | 0.05-0.15 | woven brim hat
spread of finger foods platter | 0.85 | 0.2-0.5 | varied snack arrangement
folded throw pillow cushion | 0.55 | 0.05-0.15 | soft outdoor pillow
sketchbook open on grass | 0.5 | 0.05-0.15 | paper pages with pencil
