# element: props
# format: name | probability | coverage_range | texture

red rose petals in glass dish | 0.7 | 0.02-0.05 | softly velvety strewn petals
champagne flute on tray | 0.75 | 0.01-0.04 | sharply pulled crystal stem
silk scarf draped on lamp | 0.65 | 0.05-0.1 | softly draped lustrous fabric
gold framed handheld mirror | 0.7 | 0.02-0.05 | softly burnished engraved metal
silver hairbrush antique | 0.65 | 0.02-0.05 | softly engraved polished metal
fabric covered diary book | 0.55 | 0.02-0.05 | softly piled velvet cover
gilded jewelry tree filled | 0.85 | 0.05-0.15 | softly burnished branching metal
velvet pincushion with hatpins | 0.55 | 0.01-0.04 | softly piled napped fabric
small carved music box open | 0.55 | 0.02-0.05 | richly worked painted wood
crystal lamp with silk shade | 0.85 | 0.05-0.15 | sharply faceted softly draped
satin ribbon coiled on tray | 0.6 | 0.02-0.05 | softly lustrous flowing band
small porcelain trinket box | 0.6 | 0.01-0.03 | smoothly glazed painted ceramic
