# element: midground
# format: name | probability | coverage_range | texture

velvet upholstered fainting couch | 1.0 | 0.2-0.45 | richly piled tufted fabric
freestanding folding privacy screen | 0.85 | 0.15-0.3 | softly painted hand worked panels
velvet draped four poster small bed | 0.7 | 0.3-0.55 | softly draped lustrous cloth
ornate carved gilt vanity | 0.85 | 0.2-0.4 | softly burnished gold leaf
plush rose tufted ottoman | 0.85 | 0.1-0.2 | softly piled buttoned fabric
gilded standing oval mirror | 0.8 | 0.15-0.3 | softly burnished gold leaf
black lacquer chinoiserie cabinet | 0.7 | 0.15-0.3 | richly painted gilded scene
upholstered slipper chair pair | 0.7 | 0.15-0.3 | softly piled tufted fabric
silk draped canopy frame | 0.65 | 0.2-0.4 | softly flowing sheer cloth
rococo gilt console table | 0.65 | 0.15-0.3 | richly carved gold leaf
