# element: background
# format: name | probability | coverage_range | texture

floor to ceiling mirror panel wall | 1.0 | 0.7-1.0 | smoothly polished clear glass
white painted gallery wall | 0.95 | 0.7-1.0 | smoothly flat matte pigment
warm oak slatted feature wall | 0.85 | 0.7-1.0 | warmly grained polished timber
matte black painted wall | 0.8 | 0.6-1.0 | smoothly flat dark pigment
pale concrete poured wall | 0.85 | 0.7-1.0 | smoothly board formed grey
soft taupe painted wall | 0.7 | 0.6-1.0 | smoothly washed warm pigment
white shiplap horizontal wall | 0.7 | 0.6-1.0 | crisply painted wood planks
charcoal acoustic panel wall | 0.7 | 0.6-1.0 | softly textured dense felt
honed light grey limestone wall | 0.6 | 0.6-1.0 | matte softly textured stone
floor to ceiling glass exterior wall | 0.7 | 0.6-1.0 | crisply framed clear panes
matte white tile wall feature | 0.65 | 0.6-1.0 | smoothly glazed large format
brushed metallic silver panel wall | 0.55 | 0.6-1.0 | softly brushed cool metal sheet
