# slot: accessories
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

chalk grips | 0.50 | 0.0-0.2 | leather
wrist guards | 0.45 | 0.0-0.2 | leather,nylon
ankle braces | 0.35 | 0.0-0.2 | nylon
athletic tape on wrists | 0.45 | 0.0-0.2 | cotton
team scrunchie | 0.85 | 0.0-0.2 | nylon,satin
hair bow | 0.80 | 0.0-0.2 | satin,polyester
sport hair clip | 0.40 | 0.0-0.2 | plastic,metal
hair tie set | 0.60 | 0.0-0.2 | nylon
rhinestone earrings | 0.50 | 0.0-0.2 | metal
meet medal | 0.40 | 0.0-0.2 | metal
team pin | 0.35 | 0.0-0.2 | metal
sport watch | 0.30 | 0.0-0.2 | metal,plastic
