# element: midground
# format: name | probability | coverage_range | texture

long banquet dining table | 1.0 | 0.3-0.6 | thickly planked oiled grain
row of candle-lit chairs | 0.85 | 0.2-0.5 | softly silvered carved timber
stone-paved terrace floor | 0.85 | 0.2-0.5 | warm uneven slate slabs
trailing wisteria pergola | 0.85 | 0.3-0.7 | timber arbor under bloom drape
tall white taper candelabra | 0.7 | 0.05-0.2 | softly polished branched stand
clay urn full of cut roses | 0.65 | 0.05-0.2 | warm hand-thrown earthen jar
upholstered head chair pair | 0.55 | 0.1-0.3 | softly tufted velvet seat
wrought iron candle stand | 0.7 | 0.05-0.2 | dark scrolled forged metal
trellised climbing rose wall | 0.6 | 0.2-0.5 | dense pink bloomed lattice
small antique buffet sideboard | 0.55 | 0.1-0.3 | dark carved aged wood
hanging glass globe lamp | 0.65 | 0.05-0.2 | warm clear bulbous fixture
clustered pillar candles on stones | 0.6 | 0.05-0.2 | soft melted wax columns
