# element: foreground_element
# format: name | probability | coverage_range | texture

flickering taper candle flame | 0.85 | 0.03-0.1 | soft warm dancing point
crystal wine glass with red | 0.75 | 0.03-0.1 | clear ruby-filled stem
out-of-focus string lights | 0.85 | 0.05-0.2 | blurred warm bokeh dots
linen napkin folded ornate | 0.7 | 0.05-0.15 | softly pressed cream weave
small spray of garden roses | 0.65 | 0.03-0.12 | soft velvety pink blooms
silver fork on plate edge | 0.55 | 0.02-0.06 | softly polished bright metal
warm fig and prosciutto plate | 0.5 | 0.05-0.15 | glossy dark and pink slices
out-of-focus champagne flute | 0.55 | 0.03-0.1 | blurred slim bubbled stem
hanging wisteria petal cluster | 0.55 | 0.05-0.15 | falling lavender bloom strand
silver candelabra base detail | 0.5 | 0.05-0.15 | softly polished branched form
crystal salt cellar tiny | 0.4 | 0.02-0.06 | faceted clear cut glass
trailing ivy on table edge | 0.5 | 0.03-0.1 | small glossy green leaves
