# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

ribbed tee | 0.85 | 0.3-0.55 | cotton,jersey
fitted tank top | 0.75 | 0.3-0.55 | cotton,jersey
slip camisole | 0.70 | 0.35-0.6 | silk,satin,polyester
soft tee | 0.70 | 0.3-0.5 | cotton,jersey
relaxed blouse | 0.65 | 0.4-0.6 | rayon,chiffon
square-neck top | 0.60 | 0.35-0.6 | cotton,rayon
puff-sleeve top | 0.55 | 0.35-0.6 | cotton,rayon
fine-knit pullover | 0.55 | 0.4-0.6 | cashmere,wool
boat-neck tee | 0.50 | 0.3-0.55 | cotton,jersey
ruffled cami | 0.45 | 0.35-0.6 | rayon,chiffon
button-front camisole | 0.45 | 0.35-0.6 | rayon,satin
sleeveless shell | 0.45 | 0.4-0.6 | polyester,crepe
