# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.3-0.6 | cotton,polyester,wool
short A-line skirt | 0.70 | 0.3-0.6 | cotton,polyester,wool
pleated mini skirt | 0.65 | 0.3-0.6 | polyester,chiffon
dark wash mini skirt | 0.60 | 0.3-0.55 | denim
faded mini skirt | 0.55 | 0.3-0.5 | denim
wrap mini skirt | 0.55 | 0.3-0.6 | cotton,rayon
button-front mini skirt | 0.50 | 0.3-0.55 | denim,cotton
skater mini skirt | 0.50 | 0.3-0.55 | jersey,polyester
ruched mini skirt | 0.45 | 0.35-0.6 | satin,polyester
draped mini skirt | 0.45 | 0.35-0.6 | rayon,polyester
box-pleat mini skirt | 0.45 | 0.35-0.6 | polyester,wool
