# element: architecture_detail
# format: name | probability | coverage_range | texture

exposed steel roof truss | 0.85 | 0.4-0.8 | painted heavy metal beam
high warehouse ceiling height | 0.85 | 0.5-0.9 | vast painted steel deck
suspended industrial pendant lamp | 0.8 | 0.2-0.5 | matte metal shade
ceiling-mounted anchor point | 0.85 | 0.1-0.3 | bolted steel hardware
catwalk inspection platform | 0.55 | 0.2-0.5 | grated steel walkway
wall-mounted route grade plaque | 0.7 | 0.05-0.2 | colored plastic tag
exposed ductwork along ceiling | 0.65 | 0.2-0.5 | spiral galvanized metal
concrete floor with epoxy seal | 0.7 | 0.4-0.8 | glossy poured surface
emergency lighting fixture | 0.55 | 0.05-0.2 | red plastic housing
wall-mounted anchor bolt grid | 0.7 | 0.1-0.3 | embedded steel hardware
ventilation grille high up | 0.55 | 0.1-0.3 | painted metal louver
mezzanine viewing rail | 0.5 | 0.2-0.5 | painted steel pipe
