# element: background
# format: name | probability | coverage_range | texture

floor-to-ceiling shelving wall | 1.0 | 0.7-1.0 | painted timber boards
white painted plaster walls | 0.9 | 0.6-1.0 | smooth eggshell finish
beadboard back wall | 0.8 | 0.5-0.9 | painted vertical planking
deep open shelves with jars | 0.95 | 0.6-1.0 | stacked glass containers
labeled storage bin wall | 0.85 | 0.5-0.9 | woven basket fronts
cabinet doors floor to ceiling | 0.85 | 0.5-0.9 | flush painted timber
butcher block counter back | 0.7 | 0.4-0.8 | warm laminated maple
window strip near ceiling | 0.65 | 0.3-0.6 | slim glazed band
cream painted shaker fronts | 0.85 | 0.6-1.0 | softly painted timber
small wallpaper accent strip | 0.6 | 0.3-0.6 | softly faded print
