# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

bandage mini skirt | 0.85 | 0.55-0.8 | polyester
mini skirt | 0.80 | 0.55-0.8 | polyester,crepe
ruched mini skirt | 0.75 | 0.55-0.8 | charmeuse,polyester
structured mini skirt | 0.70 | 0.55-0.8 | crepe,polyester
short pencil skirt | 0.70 | 0.55-0.8 | crepe,polyester
mock croc mini skirt | 0.55 | 0.6-0.8 | leather
draped mini skirt | 0.55 | 0.55-0.8 | charmeuse,crepe
asymmetric mini skirt | 0.55 | 0.55-0.8 | crepe,polyester
wrap mini skirt | 0.50 | 0.55-0.8 | charmeuse,polyester
short A-line skirt | 0.45 | 0.55-0.8 | crepe,polyester
