# element: background
# format: name | probability | coverage_range | texture

rec field with portable goals | 1.0 | 0.4-0.8 | netting tied to frames
painted lines fresh over old | 0.7 | 0.2-0.5 | doubled boundaries
parking lot along the sideline | 0.6 | 0.25-0.5 | minivan row
port-a-john pair by the lot | 0.45 | 0.05-0.15 | township blue
equipment shed with a ramp | 0.45 | 0.1-0.25 | mower parked inside
adjacent diamond backstop | 0.5 | 0.15-0.35 | chain-link wedge
tree line shading one corner | 0.55 | 0.25-0.5 | afternoon relief
snack stand shuttered midweek | 0.4 | 0.1-0.25 | plywood window
scoreboard that half works | 0.4 | 0.1-0.25 | missing bulbs
municipal sign at the entrance | 0.45 | 0.1-0.25 | park hours letters
power lines skirting the field | 0.45 | 0.1-0.3 | lazy spans
