# element: midground
# format: name | probability | coverage_range | texture

reclining business class seat | 1.0 | 0.5-0.9 | quilted leather cushion
fold-out tray table | 0.95 | 0.2-0.5 | matte composite surface
seat-back entertainment screen | 0.95 | 0.2-0.5 | glossy black display
suite armrest control panel | 0.85 | 0.05-0.2 | inset button cluster
swiveling ottoman footrest | 0.7 | 0.1-0.3 | cushioned padded block
overhead reading spotlight | 0.85 | 0.05-0.15 | small glowing fixture
suite storage compartment | 0.75 | 0.1-0.3 | small cubby shelf
shoulder-level privacy wing | 0.7 | 0.1-0.3 | extended cabin shell
seat-side mood lighting strip | 0.7 | 0.1-0.3 | linear glow
suite mini wardrobe panel | 0.55 | 0.1-0.3 | small hanging cubby
adjacent suite occupant glimpse | 0.5 | 0.1-0.3 | shadowed silhouette
suite bedside console | 0.6 | 0.1-0.3 | small inset shelf
slim aircraft galley cart | 0.55 | 0.1-0.3 | metal trolley
