# element: background
# format: name | probability | coverage_range | texture

panoramic train-window passing scene | 1.0 | 0.4-0.8 | streaking blurred countryside
upholstered velour bench wall | 0.95 | 0.5-0.9 | tufted blue-grey plush
overhead luggage net rack | 0.95 | 0.3-0.6 | woven brass-trimmed shelf
varnished wood paneling | 0.85 | 0.4-0.8 | warm grain veneered surface
sliding-door etched glass | 0.85 | 0.3-0.6 | frosted decorative pattern
brass fixture detail wall | 0.75 | 0.2-0.5 | polished aged metal accents
framed train-poster art | 0.7 | 0.2-0.4 | vintage tourism graphic
patterned fabric headrest panel | 0.7 | 0.2-0.5 | small repeating motif
corridor outside compartment | 0.7 | 0.3-0.6 | dim hallway visible
seat-back map reading-light | 0.7 | 0.1-0.3 | small recessed bulb
small painted wall sconce | 0.6 | 0.05-0.2 | brass ornate single fixture
window-curtain blue tassel | 0.7 | 0.2-0.4 | hung velour drape
