# element: architecture_detail
# format: name | probability | coverage_range | texture

board-formed striations | 1.0 | 0.0-0.2 | linear timber grain imprint
panel seam reveals | 0.95 | 0.0-0.15 | crisp shadow gaps
exposed rebar tie holes | 0.7 | 0.0-0.1 | small recessed circular marks
drip channel groove | 0.75 | 0.0-0.15 | sharp horizontal incision
geometric reveal shadow line | 0.85 | 0.0-0.15 | deep angular recess
form-tie cone holes | 0.65 | 0.0-0.1 | recurring conical indents
chamfered edge corner | 0.7 | 0.0-0.1 | crisp 45-degree bevel
weathered streak staining | 0.6 | 0.0-0.2 | dark vertical run-off marks
moss patch in concrete recess | 0.5 | 0.0-0.1 | velvety green growth
lichen-tinted weathered patch | 0.55 | 0.0-0.15 | mottled chalky bloom
deep horizontal score line | 0.7 | 0.0-0.1 | crisp linear groove
spalled corner exposed aggregate | 0.55 | 0.0-0.1 | broken pebbled core
graffiti shadow under paint-out | 0.5 | 0.0-0.15 | faintly visible muted overlay
narrow expansion joint reveal | 0.65 | 0.0-0.1 | thin vertical gap
