# element: background
# format: name | probability | coverage_range | texture

open top deck under full sky | 1.0 | 0.5-0.9 | pale concrete plain
low parapet wall around the edge | 0.85 | 0.2-0.45 | cast concrete rail
stair core bulkhead standing alone | 0.7 | 0.15-0.35 | painted block hut
ramp mouth surfacing from below | 0.6 | 0.15-0.35 | dark sloped throat
distant rooftops and water towers | 0.6 | 0.25-0.5 | low skyline band
rows almost entirely empty | 0.75 | 0.3-0.6 | bare stall grid
elevator penthouse with a humming vent | 0.45 | 0.1-0.3 | louvered box
cable barriers between levels | 0.45 | 0.1-0.25 | tensioned strands
clouds moving their shadows across | 0.55 | 0.3-0.6 | drifting patches
treetops showing over the parapet | 0.45 | 0.15-0.35 | green fringe
lightning rods on the bulkhead | 0.35 | 0.03-0.1 | thin spikes
