# element: props
# format: name | probability | coverage_range | texture

silver candelabra with tapers | 0.85 | 0.1-0.3 | branched gilded holder
floral garland table runner | 0.8 | 0.1-0.3 | trailing fresh stems
chilled champagne in ice bucket | 0.85 | 0.05-0.2 | glistening silver bucket
crystal water goblet | 0.85 | 0.03-0.1 | clear cut stemware
bone china dinner plate | 0.85 | 0.05-0.15 | white glazed porcelain
silver flatware place setting | 0.85 | 0.05-0.15 | polished gleaming utensils
gilded charity auction paddle | 0.7 | 0.05-0.15 | numbered painted board
folded silk napkin in fold | 0.75 | 0.04-0.12 | softly pressed fabric
embroidered table runner strip | 0.7 | 0.1-0.3 | gold-threaded fabric
votive candle in glass | 0.85 | 0.02-0.08 | flickering glass cup
calligraphed seating chart easel | 0.65 | 0.1-0.3 | framed printed board
sponsor step-and-repeat banner | 0.65 | 0.2-0.5 | logo-printed backdrop
cake tier on raised stand | 0.6 | 0.1-0.3 | tiered fondant cake
