# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

gray-shouldered uniform top with mustard undershirt | 0.85 | 0.3-0.9 | spandex,microfiber
security duty top with rank pips on collar | 0.80 | 0.3-0.9 | spandex,microfiber
station guard tunic with shoulder yoke | 0.70 | 0.3-0.8 | microfiber,ripstop
chief security officer top with three pips | 0.65 | 0.4-0.9 | microfiber,spandex
heavy-duty patrol shirt with reinforced cuff | 0.55 | 0.2-0.7 | ripstop,kevlar-blend
turtleneck undertop in mustard | 0.60 | 0.2-0.7 | spandex,microfiber
brig duty smock with utility loops | 0.50 | 0.2-0.6 | ripstop,microfiber
formal dress tunic with security insignia | 0.40 | 0.7-1.0 | satin,microfiber
sleeveless tactical undertop | 0.45 | 0.0-0.4 | spandex,kevlar-blend
runabout pilot duty top | 0.50 | 0.3-0.8 | microfiber,spandex
station civilian liaison blouse in muted gray | 0.35 | 0.0-0.4 | microfiber
combat zip-front shirt with chest pocket | 0.45 | 0.2-0.6 | ripstop,neoprene
ds9 promenade patrol tunic | 0.55 | 0.2-0.7 | microfiber,spandex
