# element: background
# format: name | probability | coverage_range | texture

floor-to-ceiling city view glass | 1.0 | 0.6-1.0 | clear plate glazing
warm wood-paneled accent wall | 0.95 | 0.6-1.0 | grained vertical timber
deep navy upholstered partition | 0.85 | 0.6-1.0 | tufted padded fabric
champagne marble feature wall | 0.85 | 0.6-1.0 | veined polished stone
metallic mesh divider screen | 0.7 | 0.5-0.9 | woven brass curtain
soft cream painted lounge wall | 0.8 | 0.6-1.0 | smooth matte finish
backlit linen-textured wall panel | 0.7 | 0.5-0.9 | softly glowing fabric
distant skyline through glass | 0.85 | 0.4-0.8 | hazy distant towers
warm taupe upholstered wall | 0.7 | 0.6-1.0 | tightly stretched fabric
patterned hotel carpet partition | 0.55 | 0.4-0.8 | dense figured weave
mirrored hallway return wall | 0.6 | 0.4-0.8 | reflective beveled panel
illuminated executive floor signage | 0.65 | 0.3-0.7 | backlit metal letters
