# element: midground
# format: name | probability | coverage_range | texture

bath mat bunched by the tub | 0.7 | 0.1-0.3 | rubber-back curling
scale pushed against the wall | 0.55 | 0.05-0.15 | dusty glass face
step stool for the kids | 0.45 | 0.05-0.15 | cartoon stickers
plunger and brush in the corner | 0.5 | 0.03-0.1 | discreet caddy
trash can with a swing lid | 0.55 | 0.05-0.15 | cotton swabs visible
laundry pile by the door | 0.5 | 0.1-0.25 | towels and pajamas
shower caddy hanging from the head | 0.65 | 0.05-0.2 | crowded bottles
kids' bath toys in a net | 0.4 | 0.05-0.15 | drip-drying
towel dropped on the floor | 0.45 | 0.05-0.2 | damp heap
curling iron cord on the vanity | 0.5 | 0.03-0.1 | wrapped loose
razor on the tub ledge | 0.45 | 0.02-0.06 | soap-crusted head
