# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.5-0.75 | polyester,satin
structured mini skirt | 0.75 | 0.5-0.75 | crepe,polyester
mock croc mini skirt | 0.70 | 0.5-0.75 | polyester
short A-line skirt | 0.60 | 0.5-0.75 | polyester,crepe
bandage mini skirt | 0.65 | 0.5-0.75 | polyester,spandex
ruched mini skirt | 0.60 | 0.5-0.75 | satin,polyester
wrap mini skirt | 0.55 | 0.5-0.75 | polyester,satin
draped mini skirt | 0.50 | 0.5-0.75 | satin,polyester
short pencil skirt | 0.50 | 0.5-0.75 | crepe,polyester
pleated mini skirt | 0.50 | 0.5-0.75 | polyester,satin
skater mini skirt | 0.45 | 0.5-0.7 | polyester,jersey
box-pleat mini skirt | 0.45 | 0.5-0.75 | polyester
