# element: midground
# format: name | probability | coverage_range | texture

raised keynote stage platform | 1.0 | 0.4-0.8 | matte black painted deck
clear acrylic speaker lectern | 0.9 | 0.2-0.5 | polished transparent panel
modern wireless microphone on stand | 0.85 | 0.05-0.2 | matte black metal
front row of audience chairs | 0.8 | 0.4-0.8 | upholstered seat backs
stage edge LED strip lighting | 0.75 | 0.2-0.6 | linear glowing light
floor monitor speaker wedges | 0.7 | 0.1-0.4 | matte black mesh grille
rolling teleprompter unit | 0.6 | 0.1-0.3 | reflective angled glass
camera operator silhouette | 0.65 | 0.1-0.3 | dim human outline
center aisle carpeted runway | 0.7 | 0.3-0.6 | dense looped carpet
flanking stage step risers | 0.6 | 0.2-0.5 | matte black step face
av control mixing desk | 0.55 | 0.1-0.4 | knob-covered console
flanking floral arrangement column | 0.5 | 0.1-0.3 | dense fresh greenery
networking break high-top tables | 0.55 | 0.2-0.5 | round laminate top
press riser platform at rear | 0.5 | 0.2-0.5 | metal-framed deck
