# element: architecture_detail
# format: name | probability | coverage_range | texture

high coffered auditorium ceiling | 0.85 | 0.3-0.7 | recessed plaster grid
overhead truss-mounted spotlights | 0.95 | 0.2-0.5 | matte black rigging
acoustic tile ceiling panels | 0.7 | 0.3-0.6 | perforated white tile
recessed cove lighting along ceiling | 0.75 | 0.2-0.5 | hidden warm glow line
balcony tier railing above | 0.6 | 0.2-0.5 | satin metal balustrade
sloped raked seating tier | 0.7 | 0.3-0.6 | stepped fabric seat rows
exit door illuminated sign | 0.65 | 0.05-0.15 | glowing red letter panel
side wall acoustic baffles | 0.7 | 0.2-0.5 | sculptural wave panels
rear projection booth window | 0.5 | 0.05-0.15 | dark tinted glass slot
center aisle floor inset lights | 0.55 | 0.1-0.3 | tiny embedded points
