# element: architecture_detail
# format: name | probability | coverage_range | texture

exposed steel ceiling beams | 0.9 | 0.1-0.3 | softly painted black ibeams
ductwork running across ceiling | 0.85 | 0.1-0.3 | smoothly galvanized round metal
factory style large pane windows | 0.85 | 0.15-0.4 | crisply gridded steel mullions
poured concrete floor slab | 0.9 | 0.4-0.8 | softly polished smooth aggregate
exposed sprinkler pipework | 0.7 | 0.05-0.15 | softly painted red metal
sliding barn style steel door | 0.6 | 0.1-0.25 | crisply riveted dark plate
freight elevator gate visible | 0.45 | 0.1-0.25 | crisply scissored steel mesh
exposed conduit on walls | 0.75 | 0.05-0.15 | softly oxidized metal pipe
high industrial ceiling | 0.85 | 0.2-0.5 | softly weathered painted decking
worn wood plank floor | 0.7 | 0.4-0.8 | richly aged scuffed timber
