# element: background
# format: name | probability | coverage_range | texture

exposed-brick warehouse loft wall | 1.0 | 0.7-1.0 | weathered red masonry
whitewashed plaster industrial wall | 0.9 | 0.7-1.0 | rough painted brick texture
graphic mural feature wall | 0.85 | 0.7-1.0 | boldly painted illustrated scene
steel-framed glass partition wall | 0.85 | 0.6-1.0 | black-mullion industrial panes
reclaimed barnwood plank wall | 0.75 | 0.7-1.0 | weathered planked hardwood
polished concrete shell wall | 0.8 | 0.7-1.0 | smooth troweled cement
painted black accent wall | 0.7 | 0.7-1.0 | matte chalky-charcoal pigment
perforated industrial mesh wall | 0.6 | 0.6-0.9 | expanded-metal screen
hand-lettered chalkboard wall section | 0.7 | 0.6-1.0 | softly chalk-dusted slate
tropical-print wallpaper feature | 0.6 | 0.6-1.0 | vibrant pattern paper
painted geometric mural wall | 0.65 | 0.6-1.0 | flat color blocks pattern
plant-covered living wall section | 0.7 | 0.6-1.0 | lush vertical greenery
