# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

mini skirt | 0.85 | 0.6-0.85 | wool,polyester,crepe
short pencil skirt | 0.75 | 0.6-0.85 | crepe,polyester,wool
short A-line skirt | 0.65 | 0.6-0.85 | crepe,polyester
ruched mini skirt | 0.70 | 0.6-0.85 | charmeuse,polyester
draped mini skirt | 0.60 | 0.6-0.85 | charmeuse,crepe
wrap mini skirt | 0.55 | 0.6-0.85 | charmeuse,polyester
pleated mini skirt | 0.55 | 0.6-0.85 | chiffon,polyester
structured mini skirt | 0.50 | 0.65-0.85 | crepe,polyester
bandage mini skirt | 0.45 | 0.6-0.8 | polyester
asymmetric mini skirt | 0.50 | 0.6-0.85 | crepe,polyester
