# element: architecture_detail
# format: name | probability | coverage_range | texture

ornate plaster ceiling rosette | 0.85 | 0.05-0.2 | deep-relief decorative medallion
dentil-cornice molding band | 0.9 | 0.05-0.15 | carved tooth-row profile
brass picture-light over portrait | 0.75 | 0.02-0.08 | tube-fixture hammered brass
leaded-glass window panel | 0.75 | 0.05-0.2 | subtly diamond-pattern glazing
hand-carved fireplace mantel | 0.7 | 0.05-0.2 | intricately chiseled stone
paneled-wainscot reveal shadow | 0.7 | 0.05-0.15 | subtle stile-and-rail line
brass library reading-lamp halo | 0.7 | 0.02-0.1 | warm pooled green-shade glow
carved doorway frieze detail | 0.6 | 0.05-0.15 | finely relief-carved wood band
inset cove uplighting glow | 0.55 | 0.02-0.1 | warm hidden ceiling-edge wash
brass stair-handrail terminal | 0.5 | 0.02-0.08 | polished volute knob
hand-painted ceiling-edge fresco | 0.5 | 0.05-0.15 | softly aged decorative border
tall ornate window-arch reveal | 0.65 | 0.05-0.2 | carved wood casing curve
