# element: architecture_detail
# format: name | probability | coverage_range | texture

eames-pendant fixture overhead | 0.85 | 0.05-0.15 | iconic ribbed-glass globe
track-light spotlight rail | 0.9 | 0.05-0.15 | row of adjustable spots
frameless glass meeting-room reveal | 0.75 | 0.05-0.2 | thin-mullion partition
daylight skylight diffusion | 0.85 | 0.1-0.2 | softly bright overhead glow
recessed cove uplighting halo | 0.7 | 0.02-0.1 | warm hidden wall-edge wash
designer wall-sconce crescent | 0.65 | 0.02-0.08 | sculptural metal shade
ceiling-edge plaster shadow | 0.55 | 0.02-0.1 | subtly graded reveal line
metal-frame factory-window divider | 0.65 | 0.05-0.15 | thin black-mullion grid
painted brand-color column edge | 0.6 | 0.05-0.15 | bold accent painted stripe
brass picture-light strip | 0.55 | 0.02-0.08 | tube fixture polished post
hand-applied gilt arch border | 0.5 | 0.02-0.1 | softly leafed decorative line
backlit shelf-glow undercarriage | 0.6 | 0.02-0.1 | thin LED strip uplight
