# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

tucked-in blouse | 0.80 | 0.6-0.85 | silk,cotton,chiffon
button-down shirt | 0.70 | 0.6-0.85 | cotton,silk
fitted shell top | 0.75 | 0.6-0.85 | silk,cotton,crepe
draped blouse | 0.60 | 0.6-0.85 | silk,chiffon
slip camisole | 0.65 | 0.55-0.8 | silk,satin,polyester
fine-knit pullover | 0.55 | 0.55-0.8 | cashmere,wool
ribbed turtleneck | 0.50 | 0.55-0.8 | cashmere,wool,cotton
mock-neck shell | 0.55 | 0.6-0.85 | crepe,polyester
sleeveless shell | 0.55 | 0.6-0.85 | silk,polyester
fitted bodysuit | 0.50 | 0.55-0.8 | jersey,polyester
structured corset top | 0.45 | 0.6-0.85 | satin,polyester
crewneck sweater | 0.45 | 0.55-0.8 | cashmere,wool
