# element: midground
# format: name | probability | coverage_range | texture

row of identical black mailboxes | 0.95 | 0.2-0.5 | matching HOA mailboxes
poured concrete driveway slabs | 0.85 | 0.3-0.6 | clean pale concrete
mulch flowerbed at house front | 0.7 | 0.2-0.4 | dark dyed mulch
sprinkler head dotting lawn | 0.55 | 0.05-0.15 | small green pop-up
parked SUV in driveway | 0.7 | 0.2-0.4 | suburban crossover vehicle
sidewalk panel grid line | 0.95 | 0.3-0.6 | poured slab seam pattern
small front-yard tree with mulch ring | 0.7 | 0.2-0.4 | sapling in dark mulch
white garage door rolled down | 0.85 | 0.2-0.5 | paneled steel door
streetlight post on sidewalk | 0.65 | 0.1-0.3 | painted decorative metal pole
ornamental landscape grass clump | 0.5 | 0.1-0.3 | tan grass tufts
HOA-painted curb edge | 0.65 | 0.2-0.4 | clean white poured curb
new driveway tree with cinch strap | 0.55 | 0.1-0.3 | staked sapling
