# element: foreground_element
# format: name | probability | coverage_range | texture

clear running creek water | 1.0 | 0.3-0.6 | translucent rippling flow
slick wet stones underfoot | 0.95 | 0.2-0.5 | rounded glistening pebbles
fly line stripped at hip | 0.85 | 0.1-0.3 | bright tapered cord
cast shadow on shallow gravel | 0.85 | 0.1-0.3 | dappled rod silhouette
splashed droplets on rod | 0.7 | 0.05-0.2 | scattered glistening beads
wet wading boot edge | 0.85 | 0.05-0.2 | felt-soled rubber lip
trailing tippet floating downstream | 0.65 | 0.05-0.2 | thin clear monofilament
patch of streamside grass | 0.65 | 0.1-0.3 | tender new green blades
foam line on current edge | 0.75 | 0.1-0.3 | scattered white scum
water-darkened gravel bar | 0.85 | 0.2-0.5 | wet polished pebble bed
sunlit stream pebbles | 0.8 | 0.1-0.3 | bright multicolored stones
