# element: background
# format: name | probability | coverage_range | texture

cottage buried to the sills | 1.0 | 0.4-0.8 | white-drifted hunker
path dug shoulder-deep to the door | 0.75 | 0.2-0.4 | canyon walk
woodshed with its drifted lean-to | 0.6 | 0.2-0.4 | white-capped shelter
fence posts down to their caps | 0.6 | 0.1-0.3 | dotted line of knobs
orchard trees iced to filigree | 0.5 | 0.2-0.4 | glass branches
smoke rising from the buried chimney | 0.6 | 0.1-0.3 | grey ribbon
clothesline sagging with snow rope | 0.45 | 0.1-0.25 | white cable
drift curling off the roof edge | 0.55 | 0.15-0.35 | frozen wave
birdfeeder mobbed in the quiet | 0.5 | 0.05-0.2 | flickering visitors
lane unplowed to the main road | 0.5 | 0.2-0.4 | untracked ribbon
mailbox drowned to its flag | 0.45 | 0.05-0.15 | red periscope
