# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

# casual
cargo pants with glow-strip seams | 0.65 | 0.0-0.4 | neoprene,nylon
fitted joggers with tech panel inserts | 0.55 | 0.0-0.3 | spandex,neoprene

# tactical
armored combat trousers with knee plates | 0.80 | 0.2-0.7 | kevlar,neoprene
tactical cargo pants with thigh holsters | 0.70 | 0.2-0.6 | kevlar,nylon
pilot flight pants with reinforced knees | 0.65 | 0.3-0.7 | neoprene,spandex
utility jumpsuit pants with magnetic closures | 0.55 | 0.2-0.7 | neoprene,nylon

# formal
tailored trousers with chrome piping | 0.50 | 0.5-1.0 | satin,neoprene
structured dress pants with metallic weave | 0.45 | 0.6-1.0 | satin,metal_mesh
