# element: foreground_element
# format: name | probability | coverage_range | texture

compost turned with a fork | 0.55 | 0.1-0.25 | steaming layers
armload of wood pulled from the rack | 0.55 | 0.1-0.25 | bark crumbs
long grass waded through | 0.55 | 0.1-0.3 | seed heads ticking
shed door shoulder-bumped open | 0.5 | 0.05-0.2 | swollen wood
dog called off a scent | 0.45 | 0.05-0.2 | reluctant return
barrow handles lifted for the run | 0.45 | 0.1-0.25 | balanced load
berry checked along the fence | 0.45 | 0.05-0.15 | ripeness pinch
wasp given a wide berth | 0.45 | 0.05-0.2 | slow sidestep
gloves clapped free of soil | 0.5 | 0.05-0.15 | dust puff
rabbit hole inspected with a frown | 0.4 | 0.05-0.15 | hands on knees
sun found in the one open patch | 0.45 | 0.1-0.25 | face tilted up
