# element: architecture_detail
# format: name | probability | coverage_range | texture

slide-flume bolt seam | 1.0 | 0.2-0.5 | painted fiberglass joint
guard-rail stairway band | 0.95 | 0.2-0.5 | painted metal tube
themed-tower spire cap | 0.7 | 0.1-0.3 | painted decorative finial
non-slip-tread step pattern | 0.85 | 0.2-0.4 | textured rubber ridges
queue-line steel cable | 0.85 | 0.1-0.3 | tensioned metal guide
splash-runoff drain grate | 0.85 | 0.1-0.3 | metal slotted floor cover
themed-mural wall panel | 0.55 | 0.2-0.4 | painted illustrated scene
warning-sign frame band | 0.85 | 0.05-0.2 | colored printed metal
support-truss diagonal brace | 0.7 | 0.15-0.3 | painted steel cross-bar
attendant-booth pitched roof | 0.55 | 0.1-0.3 | painted wood pitched cover
