# element: midground
# format: name | probability | coverage_range | texture

timetable case on the post | 0.85 | 0.1-0.3 | scratched plastic cover
metal bench in the shelter | 0.8 | 0.15-0.4 | perforated painted steel
bin beside the shelter | 0.65 | 0.05-0.2 | dented metal
bus stop flag on the pole | 0.8 | 0.1-0.3 | faded green sign
another person waiting | 0.55 | 0.15-0.4 | dark coat
bicycle locked to the post | 0.45 | 0.15-0.35 | rusted frame
advertising panel on the side | 0.6 | 0.2-0.5 | backlit poster
kerb edge along the stop | 0.7 | 0.1-0.3 | chipped concrete
parked car at the kerb | 0.6 | 0.2-0.5 | rain-spotted paint
puddle at the kerb line | 0.45 | 0.05-0.2 | still brown water
push bike leaning on the shelter | 0.35 | 0.15-0.35 | mud on the tyres
