# element: architecture_detail
# format: name | probability | coverage_range | texture

paving slabs at the stop | 0.85 | 0.2-0.5 | uneven concrete slabs
kerb with faded markings | 0.6 | 0.1-0.3 | chipped painted kerb
shelter roof edge | 0.6 | 0.1-0.3 | streaked plastic sheet
drain grate by the kerb | 0.5 | 0.03-0.12 | rusted cast iron
tactile paving strip | 0.45 | 0.05-0.2 | studded slabs
bolt plates at the shelter base | 0.4 | 0.03-0.1 | rust-stained steel
tarmac patch in the road | 0.5 | 0.1-0.3 | darker repair
cracked slab underfoot | 0.5 | 0.05-0.2 | hairline cracks
lamp post beside the shelter | 0.5 | 0.1-0.3 | painted steel column
weeds in the paving joints | 0.45 | 0.03-0.12 | thin green growth
white line along the bus bay | 0.4 | 0.05-0.2 | worn road paint
