# slot: accessories
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

sheer hosiery | 0.65 | 0.6-0.9 | nylon
stud earrings | 0.70 | 0.55-0.9 | metal
delicate necklace | 0.60 | 0.55-0.85 | metal
classic watch | 0.65 | 0.55-0.9 | metal,leather
slim belt | 0.65 | 0.55-0.85 | leather
fine neck scarf | 0.40 | 0.6-0.9 | silk
hoop earrings | 0.55 | 0.55-0.85 | metal
layered necklace | 0.40 | 0.5-0.8 | metal
signet ring | 0.40 | 0.55-0.85 | metal
bangle bracelet | 0.40 | 0.5-0.85 | metal
