# element: props
# format: name | probability | coverage_range | texture

floss giveaway bowl on counter | 0.85 | 0.05-0.1 | mini packs in bowl
"please sign in" laminated sign | 0.85 | 0.02-0.05 | small printed plate
HIPAA notice frame on wall | 0.7 | 0.05-0.15 | framed printed text
small toy box in kids' corner | 0.7 | 0.05-0.15 | plastic bin of pieces
dusty silk-flower arrangement | 0.7 | 0.05-0.15 | fake stems in vase
"insurance accepted" sign | 0.7 | 0.05-0.1 | framed logo grid
pediatric tooth-character poster | 0.55 | 0.05-0.15 | cartoon dental art
appointment-book pen on counter | 0.85 | 0.02-0.05 | bank-style chained pen
brochure on gum disease | 0.7 | 0.05-0.1 | trifold glossy pamphlet
candy-bowl-with-sugar-free disclaimer | 0.55 | 0.05-0.1 | bowl of wrapped mints
office-staff photo board | 0.55 | 0.1-0.2 | corkboard with portraits
"now welcoming new patients" sign | 0.7 | 0.05-0.15 | small standee placard
