# element: architecture_detail
# format: name | probability | coverage_range | texture

beveled ice block joint | 1.0 | 0.3-0.6 | crisp crystal seam
embedded fiber-optic light strand | 0.85 | 0.2-0.5 | tiny pinpoint glow line
sculpted ice cornice line | 0.75 | 0.2-0.5 | decorative carved ridge
reinforced ice column base | 0.75 | 0.2-0.4 | thickened structural foot
recessed ice wall niche | 0.85 | 0.2-0.5 | hollowed glowing pocket
arched doorway opening | 0.85 | 0.2-0.5 | rounded crystal portal
fur-draped threshold strip | 0.65 | 0.1-0.3 | hide laid across opening
LED-lit floor edge strip | 0.7 | 0.2-0.4 | glowing recessed line
hand-tooled chisel marks | 0.6 | 0.2-0.5 | textured surface striations
suspended ceiling icicle row | 0.65 | 0.2-0.5 | hanging tapered pendant cluster
