# element: architecture_detail
# format: name | probability | coverage_range | texture

steel chairlift tower | 1.0 | 0.3-0.6 | painted galvanized lattice
chairlift bullwheel station | 0.85 | 0.3-0.6 | massive yellow metal housing
mountain restaurant timber facade | 0.8 | 0.3-0.6 | dark stained alpine wood
snow-covered shingled roof | 0.85 | 0.3-0.7 | deep white-capped overhang
rope tow drag-lift line | 0.7 | 0.2-0.5 | thin moving cable run
patrol hut on slope shoulder | 0.7 | 0.2-0.5 | red painted timber cabin
gondola midstation glass facade | 0.65 | 0.3-0.5 | reflective angled panels
slope-side ski rack timber frame | 0.75 | 0.2-0.4 | rough timber slot rack
mountain warning beacon mast | 0.6 | 0.1-0.3 | tall striped alert pole
avalanche rescue cache hut | 0.55 | 0.2-0.4 | small marked timber shelter
chairlift bubble enclosure | 0.65 | 0.2-0.5 | tinted plexiglass dome
