# element: background
# format: name | probability | coverage_range | texture

plain painted living room wall | 1.0 | 0.5-0.9 | flat emulsion in off-white
shelf with books and photos | 0.85 | 0.3-0.6 | mismatched spines
window with curtains half open | 0.8 | 0.2-0.5 | plain lined curtains
television on the wall | 0.75 | 0.2-0.5 | dusty dark screen
framed prints hung slightly crooked | 0.6 | 0.2-0.5 | cheap poster frames
patterned wallpaper on one wall | 0.45 | 0.3-0.6 | dated repeating pattern
doorway through to the hall | 0.55 | 0.2-0.5 | painted frame
sideboard against the wall | 0.6 | 0.25-0.55 | veneer with ring marks
houseplant in the corner | 0.65 | 0.15-0.4 | dusty leaves
radiator below the window | 0.6 | 0.1-0.3 | painted steel panel
curtain pole with rings | 0.4 | 0.1-0.3 | painted timber pole
