# element: architecture_detail
# format: name | probability | coverage_range | texture

drop-ceiling fluorescent panel grid | 0.95 | 0.1-0.3 | diffused acrylic light tile
brass picture-light strip | 0.65 | 0.02-0.08 | tube-fixture polished post
ceiling speaker public-address dot | 0.65 | 0.02-0.08 | small flush-mounted disk
emergency exit-sign glow | 0.7 | 0.02-0.08 | softly green LED letters
ceiling air-supply diffuser | 0.7 | 0.05-0.15 | white louvered grille
painted-corner reveal scuffed edge | 0.55 | 0.02-0.1 | softly aged plaster edge
painted ceiling-edge cornice | 0.65 | 0.05-0.15 | thin-profile reveal line
recessed cove uplighting halo | 0.6 | 0.02-0.1 | warm hidden ceiling-edge wash
warehouse-style pendant lamp halo | 0.65 | 0.05-0.15 | industrial pendant glow
metal-mesh return-air grille | 0.55 | 0.02-0.1 | louvered-vent panel
ceiling smoke-detector dot | 0.55 | 0.02-0.05 | small white sensor disk
painted column-corner edge reveal | 0.55 | 0.02-0.1 | scuffed plaster-edge corner
