# element: midground
# format: name | probability | coverage_range | texture

raised cedar planter bed | 1.0 | 0.5-0.9 | weathered timber frame
companion-planted vegetable rows | 1.0 | 0.4-0.8 | layered leafy foliage
tall tomato cage support | 0.95 | 0.3-0.5 | wire conical frame
bamboo pole bean teepee | 0.85 | 0.3-0.5 | tied upright sticks
climbing trellis frame | 0.85 | 0.3-0.5 | wood lattice structure
narrow garden path between beds | 0.95 | 0.3-0.6 | mulched walking strip
freestanding scarecrow figure | 0.55 | 0.2-0.4 | straw-stuffed clothing
hose reel mount nearby | 0.7 | 0.2-0.4 | wall coiled hose
small potting bench | 0.7 | 0.2-0.4 | open work surface
nearby compost cylinder | 0.65 | 0.2-0.4 | barrel-shaped tumbler
hanging hose-bibb tap | 0.7 | 0.05-0.2 | brass garden faucet
seed-starter tray rack | 0.65 | 0.2-0.4 | tiered seedling shelf
