# element: background
# format: name | probability | coverage_range | texture

floor-to-ceiling tarmac view window | 1.0 | 0.6-1.0 | clear plate glass
warm walnut paneled lounge wall | 0.9 | 0.6-1.0 | rich vertical wood grain
champagne metallic feature wall | 0.75 | 0.6-1.0 | brushed gold-toned metal
dark bronze framed window mullions | 0.85 | 0.5-0.9 | satin dark metal grid
backlit onyx stone wall panel | 0.7 | 0.6-1.0 | luminous veined translucent stone
muted taupe upholstered wall | 0.65 | 0.6-1.0 | tightly stretched fabric
floor-to-ceiling sheer curtain wall | 0.7 | 0.5-0.9 | softly draping linen
cream lacquered partition | 0.6 | 0.5-0.9 | high-gloss painted finish
private suite glass divider | 0.7 | 0.5-0.9 | frosted etched glass
distant aircraft on apron through window | 0.75 | 0.4-0.8 | hazy painted livery
soft pearl grey carpeted backdrop | 0.6 | 0.6-1.0 | dense low-pile fiber
illuminated airline brand signage | 0.65 | 0.4-0.8 | glowing metal lettering
