# slot: bottom
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

short pencil skirt | 0.85 | 0.65-0.9 | crepe,wool
structured mini skirt | 0.85 | 0.65-0.9 | crepe,wool
mini skirt | 0.80 | 0.65-0.9 | wool,crepe,polyester
short A-line skirt | 0.70 | 0.65-0.9 | wool,crepe
box-pleat mini skirt | 0.65 | 0.65-0.9 | wool,polyester
wrap mini skirt | 0.60 | 0.65-0.9 | silk,wool
pleated mini skirt | 0.60 | 0.65-0.9 | crepe,wool
draped mini skirt | 0.55 | 0.7-0.9 | silk,crepe
ruched mini skirt | 0.50 | 0.65-0.9 | satin,crepe
asymmetric mini skirt | 0.50 | 0.7-0.9 | crepe,silk
mock croc mini skirt | 0.45 | 0.65-0.9 | leather
