# element: architecture_detail
# format: name | probability | coverage_range | texture

exposed ceiling joists | 1.0 | 0.4-0.8 | rough timber spans
hanging fluorescent shop tube | 0.95 | 0.2-0.5 | linear suspended fixture
exposed plumbing pipe run | 0.95 | 0.2-0.5 | copper and PVC lines
exposed HVAC ductwork | 0.95 | 0.3-0.7 | sheet metal trunk
exposed electrical conduit | 0.85 | 0.1-0.3 | metal piping along ceiling
support post column | 0.85 | 0.2-0.4 | steel painted column
floor drain in slab | 0.7 | 0.05-0.15 | round grate cover
basement stair stringer | 0.75 | 0.2-0.5 | wood structural slope
small egress window well | 0.7 | 0.1-0.3 | corrugated metal liner
exposed insulation between joists | 0.7 | 0.3-0.6 | pink fiberglass batts
