# element: background
# format: name | probability | coverage_range | texture

target butt backstop wall | 1.0 | 0.6-1.0 | dense layered straw bale
black-painted lane back wall | 0.9 | 0.6-1.0 | matte sealed surface
hanging arrow-stop curtain | 0.85 | 0.5-0.9 | layered heavy rubber sheet
painted concrete side wall | 0.85 | 0.5-0.9 | sealed mineral pigment
target paper face wall row | 0.95 | 0.4-0.8 | concentric printed circles
warehouse corrugated wall | 0.7 | 0.5-0.9 | ribbed painted steel
sponsor banner accent wall | 0.6 | 0.4-0.8 | printed vinyl cloth
plywood divider lane wall | 0.7 | 0.4-0.8 | unfinished sheet board
white painted gallery wall | 0.7 | 0.5-0.9 | smooth flat pigment
exposed brick range wall | 0.6 | 0.5-0.9 | aged warm masonry
green-felt covered scoring wall | 0.55 | 0.4-0.8 | soft napped fabric
spectator viewing rail wall | 0.6 | 0.4-0.8 | painted steel rail and mesh
