# element: background
# format: name | probability | coverage_range | texture

rounded snow-block dome ceiling | 1.0 | 0.7-1.0 | curved compacted white surface
spiral-laid snow brick wall | 0.95 | 0.6-1.0 | overlapping rounded courses
softly lit blue-white inner shell | 0.95 | 0.6-1.0 | translucent glowing wall
arched entry tunnel opening | 0.85 | 0.4-0.8 | low rounded passage end
thick compacted snow seating shelf | 0.8 | 0.4-0.8 | broad raised white platform
narrow vent shaft above | 0.65 | 0.2-0.5 | small punctured opening
curved snow alcove niche | 0.75 | 0.4-0.8 | recessed rounded white pocket
fur-draped wall section | 0.75 | 0.3-0.6 | hide hung as warmth lining
LED-lit ice block insert | 0.65 | 0.3-0.6 | glowing crystal panel
soft white-glowing ceiling apex | 0.85 | 0.4-0.8 | brightest crown of dome
deeply shadowed back curve | 0.7 | 0.4-0.8 | dim recessed white wall
inscribed snow surface decoration | 0.55 | 0.3-0.6 | etched pattern in compacted white
