# element: background
# format: name | probability | coverage_range | texture

paint-splattered studio wall | 1.0 | 0.7-1.0 | matte spattered pigment
exposed brick studio wall | 0.85 | 0.6-1.0 | aged warm masonry
white-painted gallery wall | 0.85 | 0.6-1.0 | smooth flat pigment
charcoal-smudged plaster wall | 0.75 | 0.5-0.9 | softly stained surface
canvas-stretched wall display | 0.65 | 0.5-0.9 | hung painted artworks
warm wood-plank wainscot | 0.7 | 0.5-0.9 | smooth grained timber
muted dove-gray studio wall | 0.7 | 0.5-0.9 | matte sealed pigment
soft cream-painted wall | 0.65 | 0.5-0.9 | smooth flat pigment
floor-to-ceiling north-light window wall | 0.7 | 0.5-0.9 | painted plaster with large glazing
hung student-work display wall | 0.65 | 0.5-0.9 | layered taped paintings
muted terracotta accent wall | 0.55 | 0.5-0.9 | matte mineral pigment
small chalkboard prompt wall area | 0.55 | 0.4-0.8 | dusty slate panel
