# slot: top
# format: garment_name | probability | formality_min-formality_max | fabric1,fabric2,...

fitted EVA suit liner with thermal seams | 0.85 | 0.2-0.7 | spandex,neoprene
high-collar flight suit with rank patches | 0.75 | 0.3-0.7 | kevlar,nylon
zip-front mission shirt with utility loops | 0.70 | 0.2-0.6 | nylon,neoprene
pressurized chest harness with chrome connectors | 0.65 | 0.3-0.7 | kevlar,carbon_fiber
long-sleeve compression base layer | 0.70 | 0.1-0.5 | spandex,mesh
sleeveless mission undershirt with patches | 0.55 | 0.0-0.4 | nylon,mesh
thermal underlayer with circuit lines | 0.60 | 0.1-0.5 | spandex,neoprene
crew jumpsuit top with embroidered crest | 0.65 | 0.2-0.6 | nylon,kevlar
hooded thermal pullover with reflective trim | 0.55 | 0.1-0.5 | neoprene,nylon
captain dress shirt with chrome epaulets | 0.50 | 0.5-0.9 | satin,nylon
short-sleeve cargo shirt with belt loops | 0.55 | 0.1-0.4 | nylon,mesh
