# element: foreground_element
# format: name | probability | coverage_range | texture

vintage telephone style tub faucet | 0.95 | 0.02-0.1 | softly polished antique brass
folded patchwork quilt on stool | 0.7 | 0.05-0.15 | softly piled cotton patches
mason jar with cotton balls | 0.65 | 0.02-0.05 | smoothly clear glass jar
porcelain pitcher with hydrangea | 0.8 | 0.05-0.15 | smoothly glazed white ceramic
rolled striped cotton towels | 0.85 | 0.05-0.15 | softly textured woven cloth
floral fabric shower curtain | 0.55 | 0.15-0.35 | gently printed cotton drape
small wooden step stool | 0.6 | 0.02-0.08 | warmly painted aged wood
hanging lavender bunch dried | 0.65 | 0.02-0.08 | softly bundled fragrant stems
oval enamel basin with sponge | 0.5 | 0.05-0.15 | smoothly enameled white metal
vintage bath caddy across tub | 0.75 | 0.05-0.15 | warmly grained aged teak
