# element: architecture_detail
# format: name | probability | coverage_range | texture

vinyl tile floor gone amber | 0.6 | 0.2-0.45 | waxed layers
ceiling tile bowed with age | 0.45 | 0.05-0.15 | sagging center
shelf uprights bolted to the wall | 0.5 | 0.05-0.2 | anti-tip brackets
outlet strip mounted at waist height | 0.45 | 0.02-0.08 | switch glowing
paint shadow of removed shelving | 0.4 | 0.05-0.15 | pale rectangles
door closer that slams anyway | 0.4 | 0.02-0.08 | worn damper
flicker in the far tube | 0.4 | 0.03-0.1 | strobe corner
dust felt on the cabinet tops | 0.45 | 0.03-0.1 | untouched years
floor scuffs from the cart wheels | 0.45 | 0.05-0.15 | grey arcs
vent breathing paper-dry air | 0.4 | 0.02-0.08 | warm exhale
keyhole worn bright in the cabinet | 0.35 | 0.01-0.05 | brass ring
